Term Locale,Term Category,Term,Alias,CaseSensitive
en-US,Legal - CFR Title 18,natural gas company,,FALSE
en-US,Legal - CFR Title 21,natural rubber latex,,FALSE
en-US,Legal - CFR Title 12,ncua board,,FALSE
en-US,Legal - CFR Title 10,need to know,,FALSE
en-US,Legal - CFR Title 20,needs-based stipends,,FALSE
en-US,Legal - CFR Title 12,negative amortization,,FALSE
en-US,Legal - CFR Title 12,negative amortization,,FALSE
en-US,Legal - CFR Title 12,negative amortization loan,,FALSE
en-US,Legal - CFR Title 7,negotiated formula purchase,,FALSE
en-US,Legal - CFR Title 7,negotiated purchase,,FALSE
en-US,Legal - CFR Title 7,negotiated sale,,FALSE
en-US,Legal - CFR Title 7,nest run eggs,,FALSE
en-US,Legal - CFR Title 26,net book income,,FALSE
en-US,Legal - CFR Title 26,net capital gain,,FALSE
en-US,Legal - CFR Title 19,net cost,,FALSE
en-US,Legal - CFR Title 26,net earnings from self-employment,,FALSE
en-US,Legal - CFR Title 26,net foreign base company income,,FALSE
en-US,Legal - CFR Title 26,net foreign currency loss,,FALSE
en-US,Legal - CFR Title 26,net insurance income,,FALSE
en-US,Legal - CFR Title 7,net price,,FALSE
en-US,Legal - CFR Title 7,net utility plant,,FALSE
en-US,Legal - CFR Title 12,net worth,,FALSE
en-US,Legal - CFR Title 26,net worth,,FALSE
en-US,Legal - CFR Title 18,new capacity,,FALSE
en-US,Legal - CFR Title 10,new covered equipment,,FALSE
en-US,Legal - CFR Title 12,new institution,,FALSE
en-US,Legal - CFR Title 12,new loan,,FALSE
en-US,Legal - CFR Title 19,new or different article of commerce,,FALSE
en-US,Legal - CFR Title 26,new principal residence,,FALSE
en-US,Legal - CFR Title 21,new railroad conveyance,,FALSE
en-US,Legal - CFR Title 26,new rate,,FALSE
en-US,Legal - CFR Title 1,news,,FALSE
en-US,Legal - CFR Title 10,news,,FALSE
en-US,Legal - CFR Title 11,news,,FALSE
en-US,Legal - CFR Title 12,news,,FALSE
en-US,Legal - CFR Title 15,news,,FALSE
en-US,Legal - CFR Title 18,news,,FALSE
en-US,Legal - CFR Title 20,news,,FALSE
en-US,Legal - CFR Title 22,news,,FALSE
en-US,Legal - CFR Title 25,news,,FALSE
en-US,Legal - CFR Title 5,news,,FALSE
en-US,Legal - CFR Title 6,news,,FALSE
en-US,Legal - CFR Title 5,news media requester,,FALSE
en-US,Legal - CFR Title 1,news-media requester,,FALSE
en-US,Legal - CFR Title 12,next business day,,FALSE
en-US,Legal - CFR Title 12,NGEP,,TRUE
en-US,Legal - CFR Title 7,no or minimal change in use is reasonably foreseeable,,FALSE
en-US,Legal - CFR Title 26,no-additional-cost service,,FALSE
en-US,Legal - CFR Title 10,nominal cooling capacity,,FALSE
en-US,Legal - CFR Title 10,nomination and recommendation,,FALSE
en-US,Legal - CFR Title 26,nominee,,FALSE
en-US,Legal - CFR Title 17,non-affiliated third party,,FALSE
en-US,Legal - CFR Title 10,nonagreement state,,FALSE
en-US,Legal - CFR Title 19,non-allowable interest costs,,FALSE
en-US,Legal - CFR Title 12,nonbank financial company,,FALSE
en-US,Legal - CFR Title 12,nonbank financial company supervised by the board,,FALSE
en-US,Legal - CFR Title 7,noncarcass merit premium,,FALSE
en-US,Legal - CFR Title 26,noncommercial aviation,,FALSE
en-US,Legal - CFR Title 1,noncommercial scientific institution,,FALSE
en-US,Legal - CFR Title 22,non-commercial scientific institution,,FALSE
en-US,Legal - CFR Title 5,non-commercial scientific institution,,FALSE
en-US,Legal - CFR Title 19,noncompliant covered import,,FALSE
en-US,Legal - CFR Title 26,noncontiguous trade,,FALSE
en-US,Legal - CFR Title 19,nonconvention cargo vessel,,FALSE
en-US,Legal - CFR Title 19,nonconvention fishing vessel,,FALSE
en-US,Legal - CFR Title 12,non-covered third-party fees,,FALSE
en-US,Legal - CFR Title 19,non-crew member,,FALSE
en-US,Legal - CFR Title 17,noncustomer account,,FALSE
en-US,Legal - CFR Title 6,noneconomic damages,,FALSE
en-US,Legal - CFR Title 7,nonexpendable personal property,,FALSE
en-US,Legal - CFR Title 15,non-federal assets,,FALSE
en-US,Legal - CFR Title 26,nonfunctional currency,,FALSE
en-US,Legal - CFR Title 26,non-governmental entity,,FALSE
en-US,Legal - CFR Title 26,nonissued bond amount,,FALSE
en-US,Legal - CFR Title 26,nonmember subscribers percentage,,FALSE
en-US,Legal - CFR Title 19,non-originating good,,FALSE
en-US,Legal - CFR Title 19,non-originating material,,FALSE
en-US,Legal - CFR Title 26,"nonpartisan analysis, study, or research",,FALSE
en-US,Legal - CFR Title 26,nonprofit educational organization,,FALSE
en-US,Legal - CFR Title 27,nonprofit educational organization,,FALSE
en-US,Legal - CFR Title 12,nonprofit entity,,FALSE
en-US,Legal - CFR Title 18,non-public utility,,FALSE
en-US,Legal - CFR Title 26,nonpublicly offered regulated investment company,,FALSE
en-US,Legal - CFR Title 26,nonqualified export taxable income,,FALSE
en-US,Legal - CFR Title 7,non-response rate,,FALSE
en-US,Legal - CFR Title 7,normal flavor and odor,,FALSE
en-US,Legal - CFR Title 26,normal retirement age,,FALSE
en-US,Legal - CFR Title 26,normal retirement benefit,,FALSE
en-US,Legal - CFR Title 26,northern portion of the western hemisphere,,FALSE
en-US,Legal - CFR Title 7,note,,FALSE
en-US,Legal - CFR Title 26,notes,,FALSE
en-US,Legal - CFR Title 10,notice of acceptance,,FALSE
en-US,Legal - CFR Title 10,notice of sale,,FALSE
en-US,Legal - CFR Title 10,notification of apparently successful offeror,,FALSE
en-US,Legal - CFR Title 26,notional principal contract,,FALSE
en-US,Legal - CFR Title 10,NRC,,TRUE
en-US,Legal - CFR Title 15,nucleic acid sequences associated with the pathogenicity of any of the microorganisms controlled by 1c351.a to .c or 1c354,,FALSE
en-US,Legal - CFR Title 12,obligation,,FALSE
en-US,Legal - CFR Title 26,obligation,,FALSE
en-US,Legal - CFR Title 27,obligatory disbursement agreement,,FALSE
en-US,Legal - CFR Title 15,observer,,FALSE
en-US,Legal - CFR Title 20,occupational skills training,,FALSE
en-US,Legal - CFR Title 15,OCRM,,TRUE
en-US,Legal - CFR Title 15,ocs plan,,FALSE
en-US,Legal - CFR Title 7,ODSC,,TRUE
en-US,Legal - CFR Title 10,off mode,,FALSE
en-US,Legal - CFR Title 7,off-color,,FALSE
en-US,Legal - CFR Title 10,offeror,,FALSE
en-US,Legal - CFR Title 12,office of financial research,,FALSE
en-US,Legal - CFR Title 5,office of the secretary and other departmental offices reporting directly to a secretarial officer,,FALSE
en-US,Legal - CFR Title 15,officer,,FALSE
en-US,Legal - CFR Title 12,officer conducting the investigation,,FALSE
en-US,Legal - CFR Title 12,official,,FALSE
en-US,Legal - CFR Title 17,official,,FALSE
en-US,Legal - CFR Title 7,official certificate,,FALSE
en-US,Legal - CFR Title 7,official device,,FALSE
en-US,Legal - CFR Title 9,official establishment,,FALSE
en-US,Legal - CFR Title 7,official identification,,FALSE
en-US,Legal - CFR Title 7,official mark,,FALSE
en-US,Legal - CFR Title 7,official memorandum,,FALSE
en-US,Legal - CFR Title 19,official office hours,,FALSE
en-US,Legal - CFR Title 7,official poverty line,,FALSE
en-US,Legal - CFR Title 14,official responsibility,,FALSE
en-US,Legal - CFR Title 5,official responsibility,,FALSE
en-US,Legal - CFR Title 7,officially drawn sample,,FALSE
en-US,Legal - CFR Title 7,off-type,,FALSE
en-US,Legal - CFR Title 26,oil or gas substance,,FALSE
en-US,Legal - CFR Title 26,old rate,,FALSE
en-US,Legal - CFR Title 26,old section 382,,FALSE
en-US,Legal - CFR Title 24,omission,,FALSE
en-US,Legal - CFR Title 26,on-call time,,FALSE
en-US,Legal - CFR Title 20,one-half support,,FALSE
en-US,Legal - CFR Title 26,on-premises athletic facility,,FALSE
en-US,Legal - CFR Title 7,open-pollination,,FALSE
en-US,Legal - CFR Title 10,operable motor,,FALSE
en-US,Legal - CFR Title 26,operated on an established line,,FALSE
en-US,Legal - CFR Title 26,operating foundation,,FALSE
en-US,Legal - CFR Title 15,operation,,FALSE
en-US,Legal - CFR Title 24,operation,,FALSE
en-US,Legal - CFR Title 18,operational,,FALSE
en-US,Legal - CFR Title 25,operational support,,FALSE
en-US,Legal - CFR Title 26,option,,FALSE
en-US,Legal - CFR Title 17,option contract,,FALSE
en-US,Legal - CFR Title 10,or compact size,,FALSE
en-US,Legal - CFR Title 7,order,,FALSE
en-US,Legal - CFR Title 26,ordinary and necessary business expenses,,FALSE
en-US,Legal - CFR Title 26,ordinary retirement,,FALSE
en-US,Legal - CFR Title 26,organization,,FALSE
en-US,Legal - CFR Title 26,organized educational program,,FALSE
en-US,Legal - CFR Title 7,origin,,FALSE
en-US,Legal - CFR Title 17,original information,,FALSE
en-US,Legal - CFR Title 7,original loan amount,,FALSE
en-US,Legal - CFR Title 26,original use,,FALSE
en-US,Legal - CFR Title 19,originating,,FALSE
en-US,Legal - CFR Title 6,OSAI,,TRUE
en-US,Legal - CFR Title 9,other animal product,,FALSE
en-US,Legal - CFR Title 26,other automobile,,FALSE
en-US,Legal - CFR Title 17,other commodity swap,,FALSE
en-US,Legal - CFR Title 26,other energy-conserving component,,FALSE
en-US,Legal - CFR Title 7,other market formula purchase,,FALSE
en-US,Legal - CFR Title 7,other official identification,,FALSE
en-US,Legal - CFR Title 13,other party,,FALSE
en-US,Legal - CFR Title 7,other purchase arrangement,,FALSE
en-US,Legal - CFR Title 12,other qualifying transactions,,FALSE
en-US,Legal - CFR Title 5,other retirement system,,FALSE
en-US,Legal - CFR Title 12,other similar interest,,FALSE
en-US,Legal - CFR Title 17,other similar interest,,FALSE
en-US,Legal - CFR Title 12,other sources,,FALSE
en-US,Legal - CFR Title 7,OTIER,,TRUE
en-US,Legal - CFR Title 5,outside employment,,FALSE
en-US,Legal - CFR Title 7,outstanding export sale,,FALSE
en-US,Legal - CFR Title 10,overall integrated leakage rate,,FALSE
en-US,Legal - CFR Title 12,overdraft service,,FALSE
en-US,Legal - CFR Title 7,overripe,,FALSE
en-US,Legal - CFR Title 12,over-the-limit transaction,,FALSE
en-US,Legal - CFR Title 25,owned,,FALSE
en-US,Legal - CFR Title 15,owned and/or operated by the rice,,FALSE
en-US,Legal - CFR Title 26,owner,,FALSE
en-US,Legal - CFR Title 7,packer,,FALSE
en-US,Legal - CFR Title 7,packer-owned cattle,,FALSE
en-US,Legal - CFR Title 7,packer-owned lambs,,FALSE
en-US,Legal - CFR Title 7,packer-owned swine,,FALSE
en-US,Legal - CFR Title 7,packer-sold swine,,FALSE
en-US,Legal - CFR Title 19,packing materials and containers for shipment,,FALSE
en-US,Legal - CFR Title 7,packing plant,,FALSE
en-US,Legal - CFR Title 11,pages,,FALSE
en-US,Legal - CFR Title 26,parent,,FALSE
en-US,Legal - CFR Title 26,parent-subsidiary group of trades or businesses under common control,,FALSE
en-US,Legal - CFR Title 26,parent-subsidiary group under common control,,FALSE
en-US,Legal - CFR Title 7,part,,FALSE
en-US,Legal - CFR Title 10,participant,,FALSE
en-US,Legal - CFR Title 5,participate,,FALSE
en-US,Legal - CFR Title 24,participating jurisdiction,,FALSE
en-US,Legal - CFR Title 26,participation commencement date,,FALSE
en-US,Legal - CFR Title 4,parties concerned,,FALSE
en-US,Legal - CFR Title 26,partner,,FALSE
en-US,Legal - CFR Title 20,partnership,,FALSE
en-US,Legal - CFR Title 14,part-time employees,,FALSE
en-US,Legal - CFR Title 12,party,,FALSE
en-US,Legal - CFR Title 14,party,,FALSE
en-US,Legal - CFR Title 19,party,,FALSE
en-US,Legal - CFR Title 19,passenger,,FALSE
en-US,Legal - CFR Title 26,passenger,,FALSE
en-US,Legal - CFR Title 26,passive activity expenditure,,FALSE
en-US,Legal - CFR Title 26,pass-through interest holder,,FALSE
en-US,Legal - CFR Title 12,past due,,FALSE
en-US,Legal - CFR Title 12,past due,,FALSE
en-US,Legal - CFR Title 20,pay for time lost,,FALSE
en-US,Legal - CFR Title 26,paydowns,,FALSE
en-US,Legal - CFR Title 14,payload,,FALSE
en-US,Legal - CFR Title 17,payment,,FALSE
en-US,Legal - CFR Title 7,payment,,FALSE
en-US,Legal - CFR Title 7,payment notice,,FALSE
en-US,Legal - CFR Title 12,"payment, clearing, or settlement activity",,FALSE
en-US,Legal - CFR Title 7,peanut producer organization,,FALSE
en-US,Legal - CFR Title 7,pearl onions,,FALSE
en-US,Legal - CFR Title 10,PEICL,,TRUE
en-US,Legal - CFR Title 10,PEIVL,,TRUE
en-US,Legal - CFR Title 26,pension fund,,FALSE
en-US,Legal - CFR Title 26,pensions,,FALSE
en-US,Legal - CFR Title 7,percent lean,,FALSE
en-US,Legal - CFR Title 7,perforated shells,,FALSE
en-US,Legal - CFR Title 20,performed successfully,,FALSE
en-US,Legal - CFR Title 20,period of continuing unemployment,,FALSE
en-US,Legal - CFR Title 26,period of coverage,,FALSE
en-US,Legal - CFR Title 26,period of service,,FALSE
en-US,Legal - CFR Title 26,period of severance,,FALSE
en-US,Legal - CFR Title 12,periodic payment,,FALSE
en-US,Legal - CFR Title 12,periodically,,FALSE
en-US,Legal - CFR Title 27,perishable goods,,FALSE
en-US,Legal - CFR Title 26,permanent establishment,,FALSE
en-US,Legal - CFR Title 19,permit,,FALSE
en-US,Legal - CFR Title 12,person,,FALSE
en-US,Legal - CFR Title 13,person,,FALSE
en-US,Legal - CFR Title 15,person,,FALSE
en-US,Legal - CFR Title 17,person,,FALSE
en-US,Legal - CFR Title 18,person,,FALSE
en-US,Legal - CFR Title 19,person,,FALSE
en-US,Legal - CFR Title 26,person,,FALSE
en-US,Legal - CFR Title 7,person,,FALSE
en-US,Legal - CFR Title 9,person,,FALSE
en-US,Legal - CFR Title 17,person associated with a swap data repository,,FALSE
en-US,Legal - CFR Title 19,person of a party,,FALSE
en-US,Legal - CFR Title 26,personal expenditure,,FALSE
en-US,Legal - CFR Title 26,personal miles,,FALSE
en-US,Legal - CFR Title 26,personal on-call time,,FALSE
en-US,Legal - CFR Title 12,personal property,,FALSE
en-US,Legal - CFR Title 7,personal property,,FALSE
en-US,Legal - CFR Title 26,personal property tax,,FALSE
en-US,Legal - CFR Title 26,personal residence,,FALSE
en-US,Legal - CFR Title 12,personal service agreement,,FALSE
en-US,Legal - CFR Title 5,personally,,FALSE
en-US,Legal - CFR Title 24,persons developing microenterprises,,FALSE
en-US,Legal - CFR Title 26,per-unit retain certificate,,FALSE
en-US,Legal - CFR Title 10,petroleum,,FALSE
en-US,Legal - CFR Title 19,pilot,,FALSE
en-US,Legal - CFR Title 7,pink,,FALSE
en-US,Legal - CFR Title 18,pipeline certificate application,,FALSE
en-US,Legal - CFR Title 8,place of employment,,FALSE
en-US,Legal - CFR Title 26,plan,,FALSE
en-US,Legal - CFR Title 7,plant,,FALSE
en-US,Legal - CFR Title 26,plant or other property,,FALSE
en-US,Legal - CFR Title 7,plant pest,,FALSE
en-US,Legal - CFR Title 20,pneumoconiosis,,FALSE
en-US,Legal - CFR Title 12,points and fees,,FALSE
en-US,Legal - CFR Title 26,policy period,,FALSE
en-US,Legal - CFR Title 7,poor texture,,FALSE
en-US,Legal - CFR Title 7,pork,,FALSE
en-US,Legal - CFR Title 7,pork class,,FALSE
en-US,Legal - CFR Title 7,pork product,,FALSE
en-US,Legal - CFR Title 19,port director,,FALSE
en-US,Legal - CFR Title 7,portability,,FALSE
en-US,Legal - CFR Title 26,portfolio expenditure,,FALSE
en-US,Legal - CFR Title 12,portfolio investment,,FALSE
en-US,Legal - CFR Title 17,position,,FALSE
en-US,Legal - CFR Title 21,positional isomer,,FALSE
en-US,Legal - CFR Title 26,possession sales,,FALSE
en-US,Legal - CFR Title 8,post secondary certificate,,FALSE
en-US,Legal - CFR Title 8,post secondary diploma,,FALSE
en-US,Legal - CFR Title 26,post-1969 public utility property,,FALSE
en-US,Legal - CFR Title 26,post-1989 odc,,FALSE
en-US,Legal - CFR Title 26,post-1990 odc,,FALSE
en-US,Legal - CFR Title 10,potentially acceptable,,FALSE
en-US,Legal - CFR Title 9,poultry,,FALSE
en-US,Legal - CFR Title 9,poultry byproduct,,FALSE
en-US,Legal - CFR Title 9,poultry product,,FALSE
en-US,Legal - CFR Title 9,poultry products broker,,FALSE
en-US,Legal - CFR Title 26,pound,,FALSE
en-US,Legal - CFR Title 10,power burner,,FALSE
en-US,Legal - CFR Title 5,practical utility,,FALSE
en-US,Legal - CFR Title 7,practically free from defects,,FALSE
en-US,Legal - CFR Title 7,practically free from identifiable units,,FALSE
en-US,Legal - CFR Title 7,practically free from pits,,FALSE
en-US,Legal - CFR Title 7,practically no skinning,,FALSE
en-US,Legal - CFR Title 7,practically uniform in size,,FALSE
en-US,Legal - CFR Title 26,pre-1970 public utility property,,FALSE
en-US,Legal - CFR Title 12,preauthorized electronic fund transfer,,FALSE
en-US,Legal - CFR Title 12,preauthorized remittance transfer,,FALSE
en-US,Legal - CFR Title 26,preceding calendar periods,,FALSE
en-US,Legal - CFR Title 12,preceding four quarters,,FALSE
en-US,Legal - CFR Title 7,prechill,,FALSE
en-US,Legal - CFR Title 26,predecessor company,,FALSE
en-US,Legal - CFR Title 26,predominant portion,,FALSE
en-US,Legal - CFR Title 26,predominantly used,,FALSE
en-US,Legal - CFR Title 7,predry,,FALSE
en-US,Legal - CFR Title 12,pre-existing business relationship,,FALSE
en-US,Legal - CFR Title 17,pre-existing business relationship,,FALSE
en-US,Legal - CFR Title 19,preferential tariff treatment,,FALSE
en-US,Legal - CFR Title 19,preferential treatment,,FALSE
en-US,Legal - CFR Title 7,premium,,FALSE
en-US,Legal - CFR Title 26,premium payment,,FALSE
en-US,Legal - CFR Title 26,premiums,,FALSE
en-US,Legal - CFR Title 12,prepaid account,,FALSE
en-US,Legal - CFR Title 12,prepaid account agreement,,FALSE
en-US,Legal - CFR Title 12,prepaid account issuer,,FALSE
en-US,Legal - CFR Title 12,prepayment penalty,,FALSE
en-US,Legal - CFR Title 22,president,,FALSE
en-US,Legal - CFR Title 25,previously private school,,FALSE
en-US,Legal - CFR Title 7,priced,,FALSE
en-US,Legal - CFR Title 26,pricing date,,FALSE
en-US,Legal - CFR Title 12,pricing information,,FALSE
en-US,Legal - CFR Title 12,primary financial regulatory agency,,FALSE
en-US,Legal - CFR Title 15,primary flight control,,FALSE
en-US,Legal - CFR Title 26,primary product from coal,,FALSE
en-US,Legal - CFR Title 26,primary product from gas,,FALSE
en-US,Legal - CFR Title 26,primary product from oil,,FALSE
en-US,Legal - CFR Title 26,primary product from uranium,,FALSE
en-US,Legal - CFR Title 10,primary reactor containment,,FALSE
en-US,Legal - CFR Title 17,principal,,FALSE
en-US,Legal - CFR Title 19,principal,,FALSE
en-US,Legal - CFR Title 7,principal,,FALSE
en-US,Legal - CFR Title 24,principal operating component,,FALSE
en-US,Legal - CFR Title 26,principal owner,,FALSE
en-US,Legal - CFR Title 17,principal relationship,,FALSE
en-US,Legal - CFR Title 26,principal residence,,FALSE
en-US,Legal - CFR Title 12,principal underwriter,,FALSE
en-US,Legal - CFR Title 26,prior average annual income,,FALSE
en-US,Legal - CFR Title 26,priority category,,FALSE
en-US,Legal - CFR Title 20,priority of service,,FALSE
en-US,Legal - CFR Title 26,private activity bond,,FALSE
en-US,Legal - CFR Title 7,private grazing land,,FALSE
en-US,Legal - CFR Title 12,private label credit card account,,FALSE
en-US,Legal - CFR Title 12,private label credit card plan,,FALSE
en-US,Legal - CFR Title 9,private nonprofit institution,,FALSE
en-US,Legal - CFR Title 26,private purpose bond,,FALSE
en-US,Legal - CFR Title 7,processed product,,FALSE
en-US,Legal - CFR Title 26,processing,,FALSE
en-US,Legal - CFR Title 26,produced,,FALSE
en-US,Legal - CFR Title 26,produced film rents,,FALSE
en-US,Legal - CFR Title 19,producer,,FALSE
en-US,Legal - CFR Title 26,producer,,FALSE
en-US,Legal - CFR Title 7,producer,,FALSE
en-US,Legal - CFR Title 15,producer segment,,FALSE
en-US,Legal - CFR Title 26,product,,FALSE
en-US,Legal - CFR Title 15,production,,FALSE
en-US,Legal - CFR Title 19,production,,FALSE
en-US,Legal - CFR Title 2,production of an audiovisual,,FALSE
en-US,Legal - CFR Title 7,products of spent fowl,,FALSE
en-US,Legal - CFR Title 5,professional employee,,FALSE
en-US,Legal - CFR Title 26,program of vocational education,,FALSE
en-US,Legal - CFR Title 20,program year,,FALSE
en-US,Legal - CFR Title 12,prohibited indemnification payment,,FALSE
en-US,Legal - CFR Title 26,prohibited transaction,,FALSE
en-US,Legal - CFR Title 24,project,,FALSE
en-US,Legal - CFR Title 7,project,,FALSE
en-US,Legal - CFR Title 10,project management office,,FALSE
en-US,Legal - CFR Title 26,projects involving a qualified nonprofit organization,,FALSE
en-US,Legal - CFR Title 7,promotion,,FALSE
en-US,Legal - CFR Title 12,promotional payment,,FALSE
en-US,Legal - CFR Title 12,promotional period,,FALSE
en-US,Legal - CFR Title 12,promotional rate,,FALSE
en-US,Legal - CFR Title 12,promotional terms,,FALSE
en-US,Legal - CFR Title 20,prompt reemployment,,FALSE
en-US,Legal - CFR Title 27,proof of full payment,,FALSE
en-US,Legal - CFR Title 26,property,,FALSE
en-US,Legal - CFR Title 26,property improvement,,FALSE
en-US,Legal - CFR Title 26,property in the united states,,FALSE
en-US,Legal - CFR Title 26,property used by an organization,,FALSE
en-US,Legal - CFR Title 26,"property used by the united states, etc.",,FALSE
en-US,Legal - CFR Title 17,proprietary account,,FALSE
en-US,Legal - CFR Title 7,prospective value,,FALSE
en-US,Legal - CFR Title 12,protected balance,,FALSE
en-US,Legal - CFR Title 10,protected facility or installation,,FALSE
en-US,Legal - CFR Title 14,protected space operations,,FALSE
en-US,Legal - CFR Title 19,prototype,,FALSE
en-US,Legal - CFR Title 19,prototypes,,FALSE
en-US,Legal - CFR Title 12,provide,,FALSE
en-US,Legal - CFR Title 12,provider,,FALSE
en-US,Legal - CFR Title 18,prudent investor,,FALSE
en-US,Legal - CFR Title 12,prudential standards,,FALSE
en-US,Legal - CFR Title 25,psychotoxic chemical solvent,,FALSE
en-US,Legal - CFR Title 25,pub. l. 93-638,,FALSE
en-US,Legal - CFR Title 14,public airport,,FALSE
en-US,Legal - CFR Title 20,public announcement,,FALSE
en-US,Legal - CFR Title 12,public offering,,FALSE
en-US,Legal - CFR Title 26,public retirement system,,FALSE
en-US,Legal - CFR Title 18,public utility,,FALSE
en-US,Legal - CFR Title 2,publication,,FALSE
en-US,Legal - CFR Title 26,publicly offered regulated investment company,,FALSE
en-US,Legal - CFR Title 18,public-utility company,,FALSE
en-US,Legal - CFR Title 26,purchase,,FALSE
en-US,Legal - CFR Title 7,purchase data,,FALSE
en-US,Legal - CFR Title 26,purchase price,,FALSE
en-US,Legal - CFR Title 7,purchased,,FALSE
en-US,Legal - CFR Title 10,purchaser,,FALSE
en-US,Legal - CFR Title 7,purity,,FALSE
en-US,Legal - CFR Title 6,QATT,,TRUE
en-US,Legal - CFR Title 20,qualified,,FALSE
en-US,Legal - CFR Title 26,qualified active sales,,FALSE
en-US,Legal - CFR Title 21,qualified adult-only facility,,FALSE
en-US,Legal - CFR Title 12,qualified affiliate,,FALSE
en-US,Legal - CFR Title 26,qualified air transportation organization,,FALSE
en-US,Legal - CFR Title 26,qualified allocation,,FALSE
en-US,Legal - CFR Title 26,qualified appraisal,,FALSE
en-US,Legal - CFR Title 26,qualified automobile demonstration use,,FALSE
en-US,Legal - CFR Title 13,qualified borrowings,,FALSE
en-US,Legal - CFR Title 26,qualified bus,,FALSE
en-US,Legal - CFR Title 26,qualified business transaction,,FALSE
en-US,Legal - CFR Title 26,qualified business use,,FALSE
en-US,Legal - CFR Title 26,qualified caribbean basin country,,FALSE
en-US,Legal - CFR Title 26,qualified census tract,,FALSE
en-US,Legal - CFR Title 26,qualified clinical testing expenses,,FALSE
en-US,Legal - CFR Title 12,qualified consideration,,FALSE
en-US,Legal - CFR Title 26,qualified contribution,,FALSE
en-US,Legal - CFR Title 26,qualified cooperative education program,,FALSE
en-US,Legal - CFR Title 12,qualified disaster relief funds,,FALSE
en-US,Legal - CFR Title 26,qualified employee discount,,FALSE
en-US,Legal - CFR Title 26,qualified export receipts,,FALSE
en-US,Legal - CFR Title 26,qualified first-year wages,,FALSE
en-US,Legal - CFR Title 26,qualified fund,,FALSE
en-US,Legal - CFR Title 26,qualified hedging transaction,,FALSE
en-US,Legal - CFR Title 26,qualified home improvement loan,,FALSE
en-US,Legal - CFR Title 12,qualified individual with a disability,,FALSE
en-US,Legal - CFR Title 26,qualified joint and survivor annuity,,FALSE
en-US,Legal - CFR Title 26,qualified lessor,,FALSE
en-US,Legal - CFR Title 12,qualified loans,,FALSE
en-US,Legal - CFR Title 26,qualified mortgage bond,,FALSE
en-US,Legal - CFR Title 26,qualified mortgage credit certificate,,FALSE
en-US,Legal - CFR Title 26,qualified mortgage credit certificate program,,FALSE
en-US,Legal - CFR Title 7,qualified national organization representing cooperative interests,,FALSE
en-US,Legal - CFR Title 7,qualified national organization representing first handler interests,,FALSE
en-US,Legal - CFR Title 7,qualified national organization representing importer interests,,FALSE
en-US,Legal - CFR Title 7,qualified national organization representing producer interests,,FALSE
en-US,Legal - CFR Title 26,qualified natural gas from geopressured brine,,FALSE
en-US,Legal - CFR Title 26,qualified nonprofit organization,,FALSE
en-US,Legal - CFR Title 26,qualified nonrecourse indebtedness,,FALSE
en-US,Legal - CFR Title 26,qualified number of days,,FALSE
en-US,Legal - CFR Title 26,qualified organization,,FALSE
en-US,Legal - CFR Title 26,qualified project period,,FALSE
en-US,Legal - CFR Title 26,qualified property,,FALSE
en-US,Legal - CFR Title 26,qualified property or services,,FALSE
en-US,Legal - CFR Title 12,qualified public accountant,,FALSE
en-US,Legal - CFR Title 26,qualified public accountant,,FALSE
en-US,Legal - CFR Title 26,qualified public utility property,,FALSE
en-US,Legal - CFR Title 26,qualified real estate investment trust,,FALSE
en-US,Legal - CFR Title 26,qualified real property,,FALSE
en-US,Legal - CFR Title 26,qualified rehabilitated building,,FALSE
en-US,Legal - CFR Title 26,qualified rehabilitation,,FALSE
en-US,Legal - CFR Title 26,qualified rehabilitation expenditure,,FALSE
en-US,Legal - CFR Title 26,qualified rehabilitation loan,,FALSE
en-US,Legal - CFR Title 26,qualified research,,FALSE
en-US,Legal - CFR Title 26,qualified reserve asset,,FALSE
en-US,Legal - CFR Title 26,qualified residence,,FALSE
en-US,Legal - CFR Title 26,qualified second-year wages,,FALSE
en-US,Legal - CFR Title 26,qualified services,,FALSE
en-US,Legal - CFR Title 26,qualified tax practitioner,,FALSE
en-US,Legal - CFR Title 26,qualified technological equipment,,FALSE
en-US,Legal - CFR Title 26,qualified tertiary injectant expenses,,FALSE
en-US,Legal - CFR Title 26,qualified transfer,,FALSE
en-US,Legal - CFR Title 12,qualified transferee,,FALSE
en-US,Legal - CFR Title 26,qualified vessel,,FALSE
en-US,Legal - CFR Title 26,qualified veteran,,FALSE
en-US,Legal - CFR Title 26,qualified veterans' mortgage bond,,FALSE
en-US,Legal - CFR Title 26,qualified volunteer fire department,,FALSE
en-US,Legal - CFR Title 26,qualified wages,,FALSE
en-US,Legal - CFR Title 26,qualifying annuity,,FALSE
en-US,Legal - CFR Title 26,qualifying distribution,,FALSE
en-US,Legal - CFR Title 26,qualifying employer security,,FALSE
en-US,Legal - CFR Title 17,qualifying entity,,FALSE
en-US,Legal - CFR Title 26,qualifying indebtedness,,FALSE
en-US,Legal - CFR Title 5,qualifying leave without pay hours,,FALSE
en-US,Legal - CFR Title 7,qualifying wool,,FALSE
en-US,Legal - CFR Title 7,qualifying worsted wool fabric,,FALSE
en-US,Legal - CFR Title 7,quality,,FALSE
en-US,Legal - CFR Title 20,quarterly wage record information,,FALSE
en-US,Legal - CFR Title 14,radiant heat source,,FALSE
en-US,Legal - CFR Title 19,railroad car,,FALSE
